sector,market_cap,revenue,company,company_id,n_employee,state,headoffice_address,lat,lng
Chemicals,6725,3375,ALBEMARLE CORPORATION,1287,5900,North Carolina NC,4350 Congress Street Suite 900 Charlotte North Carolina NC 28209 United States,35.1541329,-80.8378654
Engineering & Machinery,6716,2326,WOODWARD INC ,33666,8300,Colorado CO,1081 Woodward Way Fort Collins Post Box 1519 Colorado CO 80524 United States,40.5867269,-105.0588454
Health,6705,2872,PRA HEALTH SCIENCES INC,2166779,16400,North Carolina NC,4130 Parklake Avenue Suite 400 Raleigh North Carolina NC 27612 United States,35.8352738,-78.6883361
Telecommunication Services,6687,740,GCI LIBERTY INC ,12977,2270,Colorado CO,12300 Liberty Boulevard Englewood  Colorado CO 80112 United States,39.5531852,-104.8457211
Health,6682,2848,HILL-ROM HLDGS INC ,14805,10000,Illinois IL,130 East Randolph Street Suite 1000 Chicago Illinois IL 60601 United States,41.8849569,-87.6230524
Electronic & Electrical Equipment,6637,1460,IPG PHOTONICS CORP,16949,6220,Massachusetts MA,50 Old Webster Road Oxford  Massachusetts MA 01540 United States,42.081183,-71.8811303
Clothing & Personal Products,6606,9657,PVH CORP ,24356,38000,New York NY,200 Madison Avenue   New York NY 10016 United States,40.749138,-73.9825933
Household Products,6585,8631,NEWELL BRANDS INC ,22048,37000,New Jersey NJ,221 River Street Hoboken  New Jersey NJ 07030 United States,40.7386626,-74.0277255
Business Services,6577,5800,ROBERT HALF INTERNATIONAL INC,26429,90383,California CA,2884 Sand Hill Road Menlo Park  California CA 94025 United States,37.4219437,-122.2151303
Pharmaceuticals and Biotechnology,6535,2266,CHARLES RIVER LABORATORIES INTERNATIONAL INC,6495,14700,Massachusetts MA,251 Ballardvale Street Wilmington  Massachusetts MA 01887 United States,42.611038,-71.1588252
Renewable Energy,6531,2244,FIRST SOLAR INC,897123,6400,Arizona AZ,350 West Washington Street Suite 600 Tempe Arizona AZ 85281 United States,33.4377065,-111.9443776
Real Estate,6498,1664,NEW RESIDENTIAL INVESTMENT CORP ,1953126,,New York NY,1345 Avenue of the Americas 45th Floor  New York NY 10105 United States,40.7629384,-73.978958
Software & Computer Services,6493,604,ETSY INC,2236759,874,New York NY,117 Adams Street Brooklyn  New York NY 11201 United States,40.7005824,-73.9881456
Pharmaceuticals and Biotechnology,6473,55,BLUEBIRD BIO INC,1959389,764,Massachusetts MA,60 Binney street Cambridge  Massachusetts MA 02142 United States,42.365026,-71.079815
Real Estate,6432,598,CUBESMART ,646010,2815,Pennsylvania PA,5 Old Lancaster Road Malvern  Pennsylvania PA 19355 United States,40.042862,-75.520497
Banks,6418,1923,PEOPLE'S UNITED FINANCIAL INC,1013530,5920,Connecticut CT,850 Main Street Bridgeport  Connecticut CT 06604 United States,41.186416,-73.1807764
Electronic & Electrical Equipment,6389,1896,BRUKER CORP,5218,6870,Massachusetts MA,40 Manning Road Billerica  Massachusetts MA 01821 United States,42.5269413,-71.2659832
Electronic & Electrical Equipment,6380,1776,FLIR SYSTEMS INC,12112,3649,Oregon OR,27700 Southwest Parkway Avenue Wilsonville  Oregon OR 97070 United States,45.3197788,-122.7646278
Software & Computer Services,6373,272,AVALARA INC,2827524,,Washington WA,255 South King Street Suite 1800 Seattle Washington WA 98104 United States,47.5980919,-122.3309701
Speciality & Other Finance,6338,3764,JEFFERIES FINANCIAL GROUP INC ,18739,4700,New York NY,520 Madison Avenue   New York NY 10022 United States,40.7601625,-73.9747832
Engineering & Machinery,6288,2690,GARDNER DENVER HOLDINGS INC,2656398,6700,Wisconsin WI,222 East Erie Street Suite 500 Milwaukee Wisconsin WI 53202 United States,43.0318903,-87.90865
Engineering & Machinery,6283,2734,DONALDSON CO INC,9503,14000,Minnesota MN,1400 West 94th Street Minneapolis  Minnesota MN 55431 United States,44.8341441,-93.2971164
Electronic & Electrical Equipment,6264,582,MONOLITHIC POWER SYSTEMS INC,580845,1737,Washington WA,4040 Lake Washington Boulevard North East Suite 201 Kirkland Washington WA 98033 United States,47.6474686,-122.2001704
Software & Computer Services,6246,241,ANAPLAN INC,2928084,1299,California CA,50 Hawthorne Street San Francisco  California CA 94105 United States,37.7850997,-122.3988083
Insurance,6239,11599,UNUM GROUP ,31898,9600,Tennessee TN,One Fountain Square Chattanooga  Tennessee TN 37402 United States,35.0504844,-85.3068744
Engineering & Machinery,6238,2723,MIDDLEBY CORP,20636,9346,Illinois IL,1400 Toastmaster Drive Elgin  Illinois IL 60120 United States,42.0643919,-88.2480957
Banks,6232,1391,COMMERCE BANCSHARES INC,7431,4570,Missouri MO,1000 Walnut Kansas City  Missouri MO 64106 United States,39.1021449,-94.5825038
Banks,6202,1863,EAST WEST BANCORP INC,9926,3200,California CA,135 North Los Robles Avenue 7th Floor Pasadena California CA 91101 United States,34.1486799,-118.1416632
Transport,6196,17279,XPO LOGISTICS INC ,27511,1e+05,Connecticut CT,Five American Lane Greenwich  Connecticut CT 06831 United States,41.0992549,-73.7197724
Construction & Building Materials,6190,7057,OWENS CORNING ,23506,20000,Ohio OH,One Owens Corning Parkway Toledo  Ohio OH 43659 United States,41.6461679,-83.5342454
Software & Computer Services,6183,267,MONGODB INC,2715202,466,New York NY,1633 Broadway 38th Floor  New York NY 10019 United States,40.7620853,-73.9846163
Education,6179,846,GRAND CANYON EDUCATION INC,1261531,3500,Arizona AZ,2600 West Camelback Road Phoenix  Arizona AZ 85017 United States,33.510617,-112.1154032
Oil & Gas,6176,8462,DCP MIDSTREAM LP ,824021,,Colorado CO,370 17th Street Suite 2500 Denver Colorado CO 80202 United States,39.7434244,-104.9886301
Pharmaceuticals and Biotechnology,6175,854,EXELIXIS INC,11375,484,California CA,1851 Harbor Bay Parkway Alameda  California CA 94502 United States,37.7263128,-122.243675
Health,6116,4277,ENCOMPASS HEALTH CORP ,14523,30060,Alabama AL,9001 Liberty Parkway Birmingham  Alabama AL 35242 United States,33.477506,-86.704251
Transport,6109,5344,KNIGHT SWIFT TRANSPORTATION HOLDINGS INC ,1677470,22800,Arizona AZ,20002 North 19th Avenue Phoenix  Arizona AZ 85027 United States,33.6677851,-112.1034337
Software & Computer Services,6084,869,REALPAGE INC,1657354,6200,Texas TX,2201 Lakeside Boulevard Richardson  Texas TX 75082 United States,32.9798905,-96.7120001
Business Services,6075,,IAA INC,3049972,,Illinois IL,Two Westbrook Corporate Center 10th Floor Westchester Illinois IL 60154 United States,41.8450543,-87.9034975
Chemicals,6036,2663,SCOTTS MIRACLE-GRO CO ,27355,5150,Ohio OH,14111 Scottslawn Road Marysville  Ohio OH 43041 United States,40.2118364,-83.3093051
Software & Computer Services,6026,,DYNATRACE INC,3064363,1981,Massachusetts MA,1601 Trapelo Road Suite 116 Waltham Massachusetts MA 02451 United States,42.4182896,-71.2586514
Steel & Other Metals,6019,11822,STEEL DYNAMICS INC,29158,8200,Indiana IN,7575 West Jefferson Boulevard Fort Wayne  Indiana IN 46804 United States,41.041105,-85.23743
Electronic & Electrical Equipment,6017,1550,ENTEGRIS INC,10744,4900,Massachusetts MA,129 Concord Road Billerica  Massachusetts MA 01821 United States,42.5498398,-71.2836742
Leisure & Hotels,6003,1007,GRUBHUB INC,2059211,2722,Illinois IL,111 West Washington Street Suite 2100 Chicago Illinois IL 60602 United States,41.8829364,-87.6314575
Clothing & Personal Products,5983,5880,TAPESTRY INC ,7173,20800,New York NY,10 Hudson Yards   New York NY 10001 United States,40.7536874,-74.0019162
General Retailers,5975,16580,GAP INC,12818,135000,California CA,Two Folsom Street San Francisco  California CA 94105 United States,37.7855505,-122.3967177
Containers & Packaging,5960,5391,SONOCO PRODUCTS CO,28581,23000,South Carolina SC,1 North Second Street Hartsville  South Carolina SC 29550 United States,34.3814307,-80.0666708
Engineering & Machinery,5958,3833,FLOWSERVE CORP,12153,17000,Texas TX,5215 North O'Connor Boulevard Suite 2300 Irving Texas TX 75039 United States,32.8712244,-96.9387775
Pharmaceuticals and Biotechnology,5939,,ADAPTIVE BIOTECHNOLOGIES CORP,3049405,346,Washington WA,1551 Eastlake Avenue East Suite 200 Seattle Washington WA 98102 United States,47.6334836,-122.3262804
Containers & Packaging,5934,7869,BERRY GLOBAL GROUP INC ,1893368,24000,Indiana IN,101 Oakley Street Evansville  Indiana IN 47710 United States,37.9789909,-87.5726435
Electronic & Electrical Equipment,5803,29677,ARROW ELECTRONICS INC,2621,20100,Colorado CO,9201 East Dry Creek Road Centennial  Colorado CO 80112 United States,39.5814924,-104.8822226
Real Estate,5784,1065,HOWARD HUGHES CORPORATION (THE),1671577,1400,Texas TX,One Galleria Tower 13355 Noel Road 22nd Floor Dallas Texas TX 75240 United States,32.9293881,-96.8186378
Banks,5781,925,TCF FINANCIAL CORP ,6579,3100,Michigan MI,333 West Fort Street Suite 1800 Detroit Michigan MI 48226 United States,42.3291043,-83.0502304
Real Estate,5761,701,EPR PROPERTIES ,10771,64,Missouri MO,909 Walnut Street Suite 200 Kansas City Missouri MO 64106 United States,39.1028866,-94.5816237
Software & Computer Services,5752,378,PAYLOCITY HOLDING CORP,2055400,2600,Illinois IL,1400 American Lane Schaumburg  Illinois IL 60173 United States,42.0454065,-88.043568
Software & Computer Services,5730,2273,CDK GLOBAL INC,2154420,8500,Illinois IL,1950 Hassell Road Hoffman Estates  Illinois IL 60169-6308 United States,42.0631218,-88.1280711
Engineering & Machinery,5716,1800,BWX TECHNOLOGIES INC ,1652246,6250,Virginia VA,800 Main Street 4th Floor Lynchburg Virginia VA 24504 United States,37.4156834,-79.1425943
Leisure & Hotels,5711,7658,JETBLUE AIRWAYS CORP,82239,20892,New York NY,27-01 Queens Plaza North Long Island City  New York NY 11101 United States,40.7508189,-73.9387435
Health,5711,636,MEDIDATA SOLUTIONS INC,750085,1998,New York NY,350 Hudson Street 9th Floor  New York NY 10014 United States,40.7276647,-74.0067845
Health,5641,4390,SYNEOS HEALTH INC ,2164733,24000,North Carolina NC,1030 Sync Street Morrisville  North Carolina NC 27560-5468 United States,35.8626593,-78.8284115
Software & Computer Services,5638,892,PEGASYSTEMS INC,24040,4650,Massachusetts MA,One Rogers Street Cambridge  Massachusetts MA 02142-1209 United States,42.3658806,-71.0780218
Real Estate,5632,1234,BRIXMOR PROPERTY GROUP INC,2004281,458,New York NY,450 Lexington Avenue 13th Floor  New York NY 10017 United States,40.7532886,-73.9754271
Transport,5615,6079,POLARIS INC ,24706,12000,Minnesota MN,2100 Highway 55 Medina  Minnesota MN 55340 United States,45.057507,-93.5765367
Banks,5554,1624,SYNOVUS FINANCIAL CORP,29817,4651,Georgia GA,1111 Bay Avenue Suite 500 Columbus Georgia GA 31901 United States,32.4668758,-84.9956294
Software & Computer Services,5529,907,ZYNGA INC,1743287,1777,California CA,699 Eighth Street San Francisco  California CA 94103 United States,37.7704781,-122.4040528
Banks,5497,1845,BOK FINANCIAL CORP,4753,5313,Oklahoma OK,Bank of Oklahoma Tower Boston Avenue at Second Street Tulsa Oklahoma OK 74172 United States,36.1532731,-95.9899502
Leisure & Hotels,5425,1615,TRIPADVISOR INC,1744572,3366,Massachusetts MA,400 1st Avenue Needham  Massachusetts MA 02494 United States,42.2978722,-71.2194469
Information Technology Hardware,5417,1359,NATIONAL INSTRUMENTS CORP,21606,7263,Texas TX,11500 North Mopac Expressway Austin  Texas TX 78759 United States,30.4083821,-97.7262444
Speciality & Other Finance,5413,4232,ONEMAIN HOLDINGS INC ,1995402,10200,Indiana IN,601 North West Second Street Evansville  Indiana IN 47708 United States,37.9762522,-87.5787414
Utilities - Other,5395,16759,PG&E CORP,24303,24000,California CA,77 Beale Street Post Office Box 770000 San Francisco California CA 94177 United States,37.7916858,-122.3956663
Real Estate,5385,696,HEALTHCARE TRUST OF AMERICA INC,1823948,282,Arizona AZ,16435 North Scottsdale Road Suite 320 Scottsdale Arizona AZ 85254 United States,33.636376,-111.9242098
Business Services,5376,20156,AECOM ,114467,87000,California CA,1999 Avenue of the Stars Suite 2600 Los Angeles California CA 90067 United States,34.0588788,-118.4171318
Aerospace & Defence,5374,4468,CACI INTERNATIONAL INC,5472,18800,Virginia VA,1100 North Glebe Road Arlington  Virginia VA 22201 United States,38.883444,-77.118044
Health,5368,1472,INTEGRA LIFESCIENCES HLDGS CORP,16204,4500,New Jersey NJ,311 Enterprise Drive Plainsboro  New Jersey NJ 08536 United States,40.3280772,-74.5849552
Consumer Services,5358,321,CHEGG INC,2009158,1087,California CA,3990 Freedom Circle Santa Clara  California CA 95054 United States,37.3884542,-121.972382
Banks,5355,1402,CULLEN FROST BANKERS INC,8414,4370,Texas TX,100 West Houston Street San Antonio  Texas TX 78205 United States,29.4262536,-98.494108
Banks,5347,1781,NEW YORK COMMUNITY BANCORP INC ,22029,2913,New York NY,615 Merrick Avenue Westbury  New York NY 11590 United States,40.7389103,-73.584533
Automobiles & Parts,5329,5717,HARLEY DAVIDSON INC,14337,5300,Wisconsin WI,3700 West Juneau Avenue Milwaukee  Wisconsin WI 53208 United States,43.0460968,-87.9599862
Real Estate,5324,132,TEXAS PACIFIC LAND TRUST,30511,32,Texas TX,1700 Pacific Avenue Suite 2770 Dallas Texas TX 75201 United States,32.782268,-96.7967576
Business Services,5309,559,MANHATTAN ASSOCIATES INC,19569,3000,Georgia GA,2300 Windy Ridge Parkway 10th Floor Atlanta Georgia GA 30339 United States,33.9059932,-84.4601722
Oil & Gas,5293,3431,ENABLE MIDSTREAM PARTNERS LP,2060731,1705,Oklahoma OK,One Leadership Square 211 North Robinson Avenue Suite 150 Oklahoma OK 73102 United States,35.4692984,-97.5170754
Engineering & Machinery,5275,2713,ALLISON TRANSMISSION HOLDINGS INC,1806302,2900,Indiana IN,One Allison Way Indianapolis  Indiana IN 46222 United States,39.7801759,-86.236951
Aerospace & Defence,5263,2412,CURTISS-WRIGHT CORP,8446,9000,North Carolina NC,130 Harbour Place Drive Suite 300 Davidson North Carolina NC 28036 United States,35.5031582,-80.863162
Pharmaceuticals and Biotechnology,5262,135,MODERNA INC,2959246,760,Massachusetts MA,200 Technology Square Cambridge  Massachusetts MA 02139 United States,42.3633316,-71.090694
Clothing & Personal Products,5260,6804,HANESBRANDS INC,882407,68000,North Carolina NC,1000 East Hanes Mill Road Winston-Salem  North Carolina NC 27105 United States,36.1888431,-80.2641032
Engineering & Machinery,5255,3029,LINCOLN ELECTRIC HLDGS INC,18901,11000,Ohio OH,22801 Saint Clair Avenue Cleveland  Ohio OH 44117 United States,41.5884253,-81.5195262
Real Estate,5237,644,JBG SMITH PROPERTIES INC,2682267,914,Maryland MD,4445 Willard Avenue Suite 400 Chevy Chase Maryland MD 20815 United States,38.9620431,-77.0874821
Utilities - Other,5233,4532,MDU RESOURCES GROUP INC,20003,11797,North Dakota ND,1200 West Century Avenue Post Office Box 5650 Bismarck North Dakota ND 58506-5650 United States,46.8358387,-100.8126265
Insurance,5232,3725,KEMPER CORP ,31835,8100,Illinois IL,200 East Randolph Street Suite 3300 Chicago Illinois IL 60601 United States,41.8852827,-87.6215123
Engineering & Machinery,5181,9352,AGCO CORP,1044,21200,Georgia GA,4205 River Green Parkway Duluth  Georgia GA 30096 United States,34.0173639,-84.164369
Oil & Gas,5179,2449,HELMERICH & PAYNE INC,14617,8780,Oklahoma OK,1437 South Boulder Avenue Suite 1400 Tulsa Oklahoma OK 74119 United States,36.1412399,-95.9878774
Speciality & Other Finance,5177,475,COUSINS PROPERTIES INC,8062,257,Georgia GA,3344 Peachtree Road Northeast Suite 1800 Atlanta Georgia GA 30326-4802 United States,33.847189,-84.3685999
Real Estate,5173,728,HUDSON PACIFIC PROPERTIES INC,1649501,311,California CA,11601 Wilshire Boulevard Ninth Floor Los Angeles California CA 90025 United States,34.050936,-118.460026
Utilities - Other,5172,1371,IDACORP INC,15470,1981,Idaho ID,1221 West Idaho Street Boise  Idaho ID 83702-5627 United States,43.6187705,-116.2082
Food Producers & Processors,5167,6289,INGREDION INC ,7905,11000,Illinois IL,5 Westbrook Corporate Center Westchester  Illinois IL 60154 United States,41.8453955,-87.9052856
Insurance,5152,4494,HANOVER INSURANCE GROUP INC ,1520,4200,Massachusetts MA,440 Lincoln Street Worcester  Massachusetts MA 01653-0002 United States,42.2926471,-71.7830993
Health,5138,445,PENUMBRA INC,2338712,2200,California CA,One Penumbra Place 1321 Harbor Bay Parkway Alameda California CA 94502 United States,37.7280495,-122.2357861
Automobiles & Parts,5129,7706,OSHKOSH CORP ,23438,15000,Wisconsin WI,2307 Oregon Street Oshkosh  Wisconsin WI 54903-2566 United States,43.992517,-88.5441454
Construction & Building Materials,5101,7143,TOLL BROTHERS INC,30867,4900,Pennsylvania PA,250 Gibraltar Road Horsham  Pennsylvania PA 19044 United States,40.1746577,-75.1358396
Business Services,5096,3503,TRINET GROUP INC,2057483,3100,California CA,One Park Place Suite 600 Dublin California CA 94568 United States,37.7070212,-121.889969
Leisure & Hotels,5072,1559,MADISON SQUARE GARDEN CO ,2345468,11700,New York NY,Two Pennsylvania Plaza New York  New York NY 10121-0091 United States,40.7505045,-73.9934387
Software & Computer Services,5042,,PINTEREST INC,3022454,1797,California CA,505 Brannan Street San Francisco  California CA 94107 United States,37.7777551,-122.3969054
Publishing,5032,1749,NEW YORK TIMES COMPANY (THE),22034,4320,New York NY,620 Eighth Avenue   New York NY 10018 United States,40.756105,-73.9901921
General Retailers,5019,5672,WILLIAMS-SONOMA INC,33516,28200,California CA,3250 Van Ness Avenue San Francisco  California CA 94109 United States,37.8058741,-122.4250473
Leisure & Hotels,4997,1041,CHOICE HOTELS INTERNATIONAL INC,6738,1882,Maryland MD,1 Choice Hotels Circle Suite 400 Rockville Maryland MD 20850 United States,39.0857316,-77.1489833
Household Products,4996,4270,LEGGETT & PLATT INC,18648,22000,Missouri MO,No 1 Leggett Road Carthage  Missouri MO 64836 United States,37.1774372,-94.3843215
Food & Drug Retailers,4989,17620,PERFORMANCE FOOD GROUP CO,2347403,15000,Virginia VA,12500 West Creek Parkway Richmond  Virginia VA 23238 United States,37.6047262,-77.6439937
